name,variable_description,data_collection_period,educational_category,high_school_diploma,college_degree,graduate_degree,population_estimate
"Wright County, Iowa",2nd grade,2017-2021,Less than High School,No,No,No,0
"Wapello County, Iowa",GED or alternative credential,2016-2020,High School Graduate,Yes,No,No,1416
"Lee County, Iowa",Associate's degree,2017-2021,Some College or Associates Degree,Yes,Yes,No,3428
"Appanoose County, Iowa",Bachelor's degree,2017-2021,Bachelors Degree or Higher,Yes,Yes,No,1200
"Winnebago County, Iowa",GED or alternative credential,2017-2021,High School Graduate,Yes,No,No,286
"Louisa County, Iowa",Nursery school,2017-2021,Less than High School,No,No,No,0
"Humboldt County, Iowa",Master's degree,2016-2020,Bachelors Degree or Higher,Yes,Yes,No,242
"Humboldt County, Iowa",11th grade,2016-2020,Less than High School,No,No,No,102
"Cedar County, Iowa",Associate's degree,2016-2020,Some College or Associates Degree,Yes,Yes,No,1664
"Monona County, Iowa",7th grade,2018-2022,Less than High School,No,No,No,0
"Harrison County, Iowa",5th grade,2017-2021,Less than High School,No,No,No,13
"Mills County, Iowa",Bachelor's degree,2018-2022,Bachelors Degree or Higher,Yes,Yes,No,2116
"Poweshiek County, Iowa",7th grade,2017-2021,Less than High School,No,No,No,7
"O'Brien County, Iowa",Regular high school diploma,2017-2021,High School Graduate,Yes,No,No,3102
"Mills County, Iowa",2nd grade,2016-2020,Less than High School,No,No,No,0
"Wayne County, Iowa","12th grade, no diploma",2017-2021,Less than High School,No,No,No,73
"Crawford County, Iowa",GED or alternative credential,2018-2022,High School Graduate,Yes,No,No,236
"Scott County, Iowa","Some college, less than 1 year",2016-2020,Some College or Associates Degree,Yes,No,No,8324
"Monroe County, Iowa",Total,2018-2022,NA,NA,NA,NA,5203
"Black Hawk County, Iowa",Professional school degree,2018-2022,Bachelors Degree or Higher,Yes,Yes,Yes,1617
"Taylor County, Iowa",9th grade,2016-2020,Less than High School,No,No,No,61
"Mahaska County, Iowa",Master's degree,2016-2020,Bachelors Degree or Higher,Yes,Yes,No,704
"Marion County, Iowa",7th grade,2018-2022,Less than High School,No,No,No,4
"Adams County, Iowa",4th grade,2018-2022,Less than High School,No,No,No,0
"Wright County, Iowa","12th grade, no diploma",2018-2022,Less than High School,No,No,No,97
"Henry County, Iowa",10th grade,2016-2020,Less than High School,No,No,No,86
"Linn County, Iowa","Some college, less than 1 year",2018-2022,Some College or Associates Degree,Yes,No,No,11088
"Jackson County, Iowa",10th grade,2016-2020,Less than High School,No,No,No,111
"Davis County, Iowa",GED or alternative credential,2018-2022,High School Graduate,Yes,No,No,204
"Jasper County, Iowa",Nursery school,2016-2020,Less than High School,No,No,No,5
"Clay County, Iowa",Bachelor's degree,2017-2021,Bachelors Degree or Higher,Yes,Yes,No,1926
"Dickinson County, Iowa",9th grade,2017-2021,Less than High School,No,No,No,13
"Taylor County, Iowa",Doctorate degree,2018-2022,Bachelors Degree or Higher,Yes,Yes,Yes,8
"Louisa County, Iowa",7th grade,2018-2022,Less than High School,No,No,No,20
"Plymouth County, Iowa",3rd grade,2016-2020,Less than High School,No,No,No,84
"Linn County, Iowa",11th grade,2018-2022,Less than High School,No,No,No,2068
"Appanoose County, Iowa",7th grade,2016-2020,Less than High School,No,No,No,35
"Buchanan County, Iowa",Kindergarten,2017-2021,Less than High School,No,No,No,0
"Franklin County, Iowa",Total,2018-2022,NA,NA,NA,NA,6948
"Benton County, Iowa",11th grade,2018-2022,Less than High School,No,No,No,251
"Worth County, Iowa","12th grade, no diploma",2016-2020,Less than High School,No,No,No,53
"Jones County, Iowa",Total,2018-2022,NA,NA,NA,NA,14978
"Clay County, Iowa","Some college, 1 or more years, no degree",2017-2021,Some College or Associates Degree,Yes,No,No,1801
"Poweshiek County, Iowa",Doctorate degree,2017-2021,Bachelors Degree or Higher,Yes,Yes,Yes,258
"Mills County, Iowa",10th grade,2018-2022,Less than High School,No,No,No,85
"Henry County, Iowa",Master's degree,2017-2021,Bachelors Degree or Higher,Yes,Yes,No,775
"Hardin County, Iowa",3rd grade,2017-2021,Less than High School,No,No,No,0
"Wayne County, Iowa",No schooling completed,2018-2022,Less than High School,No,No,No,36
"Emmet County, Iowa",6th grade,2016-2020,Less than High School,No,No,No,48
"Shelby County, Iowa",Doctorate degree,2016-2020,Bachelors Degree or Higher,Yes,Yes,Yes,74
"Ida County, Iowa",7th grade,2017-2021,Less than High School,No,No,No,3
"Dickinson County, Iowa",1st grade,2017-2021,Less than High School,No,No,No,0
"Chickasaw County, Iowa",Doctorate degree,2016-2020,Bachelors Degree or Higher,Yes,Yes,Yes,37
"Boone County, Iowa",5th grade,2016-2020,Less than High School,No,No,No,0
"Chickasaw County, Iowa",Bachelor's degree,2017-2021,Bachelors Degree or Higher,Yes,Yes,No,1066
"Lee County, Iowa",5th grade,2017-2021,Less than High School,No,No,No,16
"Mitchell County, Iowa",4th grade,2016-2020,Less than High School,No,No,No,5
"Winneshiek County, Iowa",Nursery school,2017-2021,Less than High School,No,No,No,0
"Henry County, Iowa",6th grade,2017-2021,Less than High School,No,No,No,18
"Carroll County, Iowa",No schooling completed,2017-2021,Less than High School,No,No,No,27
"Madison County, Iowa",6th grade,2018-2022,Less than High School,No,No,No,0
"Van Buren County, Iowa",Doctorate degree,2018-2022,Bachelors Degree or Higher,Yes,Yes,Yes,27
"Mahaska County, Iowa",Master's degree,2017-2021,Bachelors Degree or Higher,Yes,Yes,No,670
"Appanoose County, Iowa",3rd grade,2016-2020,Less than High School,No,No,No,0
"Buena Vista County, Iowa",5th grade,2017-2021,Less than High School,No,No,No,39
"Decatur County, Iowa",10th grade,2017-2021,Less than High School,No,No,No,77
"Adair County, Iowa",Doctorate degree,2017-2021,Bachelors Degree or Higher,Yes,Yes,Yes,65
"Lee County, Iowa",Associate's degree,2016-2020,Some College or Associates Degree,Yes,Yes,No,3225
"Osceola County, Iowa","12th grade, no diploma",2016-2020,Less than High School,No,No,No,45
"Plymouth County, Iowa",7th grade,2016-2020,Less than High School,No,No,No,119
"Fayette County, Iowa",6th grade,2018-2022,Less than High School,No,No,No,20
"Washington County, Iowa",Bachelor's degree,2017-2021,Bachelors Degree or Higher,Yes,Yes,No,2499
"Henry County, Iowa","Some college, less than 1 year",2018-2022,Some College or Associates Degree,Yes,No,No,1183
"Carroll County, Iowa",Bachelor's degree,2016-2020,Bachelors Degree or Higher,Yes,Yes,No,2498
"Taylor County, Iowa",1st grade,2016-2020,Less than High School,No,No,No,0
"Guthrie County, Iowa",Regular high school diploma,2017-2021,High School Graduate,Yes,No,No,2433
"Carroll County, Iowa",Kindergarten,2016-2020,Less than High School,No,No,No,0
"Monona County, Iowa",9th grade,2018-2022,Less than High School,No,No,No,38
"Greene County, Iowa","Some college, 1 or more years, no degree",2018-2022,Some College or Associates Degree,Yes,No,No,843
"Dallas County, Iowa",2nd grade,2017-2021,Less than High School,No,No,No,21
"Humboldt County, Iowa",No schooling completed,2017-2021,Less than High School,No,No,No,35
"Dickinson County, Iowa","Some college, less than 1 year",2016-2020,Some College or Associates Degree,Yes,No,No,1056
"Calhoun County, Iowa",11th grade,2016-2020,Less than High School,No,No,No,74
"Buena Vista County, Iowa",GED or alternative credential,2017-2021,High School Graduate,Yes,No,No,295
"Van Buren County, Iowa",Master's degree,2016-2020,Bachelors Degree or Higher,Yes,Yes,No,218
"Buena Vista County, Iowa",Professional school degree,2016-2020,Bachelors Degree or Higher,Yes,Yes,Yes,143
"O'Brien County, Iowa",10th grade,2018-2022,Less than High School,No,No,No,87
"Dickinson County, Iowa",8th grade,2018-2022,Less than High School,No,No,No,55
"Jasper County, Iowa",Bachelor's degree,2018-2022,Bachelors Degree or Higher,Yes,Yes,No,3679
"Ringgold County, Iowa","Some college, 1 or more years, no degree",2017-2021,Some College or Associates Degree,Yes,No,No,469
"Van Buren County, Iowa",9th grade,2016-2020,Less than High School,No,No,No,35
"Benton County, Iowa",4th grade,2016-2020,Less than High School,No,No,No,1
"Winnebago County, Iowa",4th grade,2017-2021,Less than High School,No,No,No,0
"Hamilton County, Iowa",Kindergarten,2016-2020,Less than High School,No,No,No,0
"Hancock County, Iowa",Professional school degree,2018-2022,Bachelors Degree or Higher,Yes,Yes,Yes,67
"Humboldt County, Iowa",Total,2018-2022,NA,NA,NA,NA,6652
"Cedar County, Iowa",3rd grade,2016-2020,Less than High School,No,No,No,0
"Jones County, Iowa","Some college, 1 or more years, no degree",2017-2021,Some College or Associates Degree,Yes,No,No,1626
"Warren County, Iowa",Total,2017-2021,NA,NA,NA,NA,34216
"Hardin County, Iowa",Nursery school,2016-2020,Less than High School,No,No,No,0
"Jackson County, Iowa",6th grade,2016-2020,Less than High School,No,No,No,11
"Lee County, Iowa",Regular high school diploma,2016-2020,High School Graduate,Yes,No,No,7908
"Cedar County, Iowa",9th grade,2016-2020,Less than High School,No,No,No,40
"Franklin County, Iowa",9th grade,2018-2022,Less than High School,No,No,No,65
"Buena Vista County, Iowa",5th grade,2016-2020,Less than High School,No,No,No,89
"Greene County, Iowa","Some college, less than 1 year",2017-2021,Some College or Associates Degree,Yes,No,No,579
"Palo Alto County, Iowa",2nd grade,2017-2021,Less than High School,No,No,No,0
"Fayette County, Iowa",Regular high school diploma,2017-2021,High School Graduate,Yes,No,No,4948
"Page County, Iowa",Nursery school,2017-2021,Less than High School,No,No,No,8
"Ringgold County, Iowa",Professional school degree,2018-2022,Bachelors Degree or Higher,Yes,Yes,Yes,27
"Guthrie County, Iowa",Bachelor's degree,2016-2020,Bachelors Degree or Higher,Yes,Yes,No,1034
"Winneshiek County, Iowa",3rd grade,2017-2021,Less than High School,No,No,No,7
"Keokuk County, Iowa",4th grade,2016-2020,Less than High School,No,No,No,0
"Jones County, Iowa",5th grade,2018-2022,Less than High School,No,No,No,1
"Dickinson County, Iowa",Master's degree,2017-2021,Bachelors Degree or Higher,Yes,Yes,No,567
"Jefferson County, Iowa",3rd grade,2016-2020,Less than High School,No,No,No,0
"Davis County, Iowa",Total,2018-2022,NA,NA,NA,NA,5698
"Des Moines County, Iowa",Kindergarten,2017-2021,Less than High School,No,No,No,0
"Franklin County, Iowa",Kindergarten,2018-2022,Less than High School,No,No,No,0
"Lee County, Iowa",Professional school degree,2016-2020,Bachelors Degree or Higher,Yes,Yes,Yes,175
"Adair County, Iowa",GED or alternative credential,2018-2022,High School Graduate,Yes,No,No,175
"Webster County, Iowa",7th grade,2016-2020,Less than High School,No,No,No,7
"Kossuth County, Iowa",9th grade,2018-2022,Less than High School,No,No,No,116
"Pottawattamie County, Iowa","12th grade, no diploma",2017-2021,Less than High School,No,No,No,998
"Warren County, Iowa",Master's degree,2018-2022,Bachelors Degree or Higher,Yes,Yes,No,2491
"Appanoose County, Iowa",11th grade,2016-2020,Less than High School,No,No,No,138
"Hamilton County, Iowa",Associate's degree,2018-2022,Some College or Associates Degree,Yes,Yes,No,1631
"Van Buren County, Iowa",1st grade,2016-2020,Less than High School,No,No,No,0
"Butler County, Iowa",Professional school degree,2018-2022,Bachelors Degree or Higher,Yes,Yes,Yes,73
"Lee County, Iowa",Nursery school,2016-2020,Less than High School,No,No,No,6
"Boone County, Iowa",8th grade,2017-2021,Less than High School,No,No,No,144
"Jasper County, Iowa",10th grade,2018-2022,Less than High School,No,No,No,306
"Boone County, Iowa",Regular high school diploma,2016-2020,High School Graduate,Yes,No,No,5286
"Jones County, Iowa",Professional school degree,2017-2021,Bachelors Degree or Higher,Yes,Yes,Yes,63
"Buena Vista County, Iowa",Doctorate degree,2016-2020,Bachelors Degree or Higher,Yes,Yes,Yes,130
"Buena Vista County, Iowa",9th grade,2016-2020,Less than High School,No,No,No,335
"Wayne County, Iowa",7th grade,2018-2022,Less than High School,No,No,No,7
"Washington County, Iowa",1st grade,2017-2021,Less than High School,No,No,No,0
"Mahaska County, Iowa",8th grade,2016-2020,Less than High School,No,No,No,216
"Iowa County, Iowa",GED or alternative credential,2018-2022,High School Graduate,Yes,No,No,495
"Washington County, Iowa","Some college, 1 or more years, no degree",2018-2022,Some College or Associates Degree,Yes,No,No,2167
"Wapello County, Iowa",Professional school degree,2016-2020,Bachelors Degree or Higher,Yes,Yes,Yes,311
"Osceola County, Iowa",GED or alternative credential,2017-2021,High School Graduate,Yes,No,No,211
"Boone County, Iowa",Nursery school,2017-2021,Less than High School,No,No,No,32
"Des Moines County, Iowa",6th grade,2017-2021,Less than High School,No,No,No,50
"Adams County, Iowa",Master's degree,2018-2022,Bachelors Degree or Higher,Yes,Yes,No,68
"Hancock County, Iowa",Nursery school,2017-2021,Less than High School,No,No,No,0
"Howard County, Iowa",Master's degree,2017-2021,Bachelors Degree or Higher,Yes,Yes,No,238
"Taylor County, Iowa",Associate's degree,2016-2020,Some College or Associates Degree,Yes,Yes,No,644
"Story County, Iowa",5th grade,2018-2022,Less than High School,No,No,No,0
"Cerro Gordo County, Iowa",1st grade,2016-2020,Less than High School,No,No,No,0
"Dickinson County, Iowa",Associate's degree,2018-2022,Some College or Associates Degree,Yes,Yes,No,1795
"Decatur County, Iowa",5th grade,2018-2022,Less than High School,No,No,No,0
"Dallas County, Iowa",5th grade,2016-2020,Less than High School,No,No,No,34
"Decatur County, Iowa",Professional school degree,2018-2022,Bachelors Degree or Higher,Yes,Yes,Yes,90
"Cerro Gordo County, Iowa",Associate's degree,2017-2021,Some College or Associates Degree,Yes,Yes,No,4876
"Guthrie County, Iowa",6th grade,2018-2022,Less than High School,No,No,No,12
"Shelby County, Iowa",6th grade,2018-2022,Less than High School,No,No,No,0
"Cerro Gordo County, Iowa",3rd grade,2016-2020,Less than High School,No,No,No,43
"Tama County, Iowa",8th grade,2018-2022,Less than High School,No,No,No,107
"Clinton County, Iowa",Regular high school diploma,2018-2022,High School Graduate,Yes,No,No,10194
"Boone County, Iowa",Associate's degree,2018-2022,Some College or Associates Degree,Yes,Yes,No,2824
"Harrison County, Iowa",6th grade,2017-2021,Less than High School,No,No,No,8
"Webster County, Iowa",9th grade,2018-2022,Less than High School,No,No,No,232
"Humboldt County, Iowa",2nd grade,2017-2021,Less than High School,No,No,No,15
"Jackson County, Iowa","Some college, less than 1 year",2018-2022,Some College or Associates Degree,Yes,No,No,1362
"Tama County, Iowa",Bachelor's degree,2018-2022,Bachelors Degree or Higher,Yes,Yes,No,1490
"Dickinson County, Iowa",2nd grade,2018-2022,Less than High School,No,No,No,0
"Allamakee County, Iowa",Kindergarten,2018-2022,Less than High School,No,No,No,0
"Taylor County, Iowa",7th grade,2016-2020,Less than High School,No,No,No,2
"Taylor County, Iowa",Professional school degree,2017-2021,Bachelors Degree or Higher,Yes,Yes,Yes,27
"Delaware County, Iowa",2nd grade,2016-2020,Less than High School,No,No,No,0
"Cherokee County, Iowa",10th grade,2016-2020,Less than High School,No,No,No,83
"Monona County, Iowa",6th grade,2016-2020,Less than High School,No,No,No,3
"Pottawattamie County, Iowa",Doctorate degree,2017-2021,Bachelors Degree or Higher,Yes,Yes,Yes,377
"Audubon County, Iowa","Some college, 1 or more years, no degree",2018-2022,Some College or Associates Degree,Yes,No,No,616
"Madison County, Iowa",Bachelor's degree,2018-2022,Bachelors Degree or Higher,Yes,Yes,No,2186
"Woodbury County, Iowa","Some college, 1 or more years, no degree",2017-2021,Some College or Associates Degree,Yes,No,No,8762
"Union County, Iowa",6th grade,2016-2020,Less than High School,No,No,No,0
"Louisa County, Iowa",Regular high school diploma,2016-2020,High School Graduate,Yes,No,No,2614
"O'Brien County, Iowa",No schooling completed,2018-2022,Less than High School,No,No,No,65
"Keokuk County, Iowa",No schooling completed,2018-2022,Less than High School,No,No,No,44
"Delaware County, Iowa","Some college, less than 1 year",2017-2021,Some College or Associates Degree,Yes,No,No,828
"Hancock County, Iowa",GED or alternative credential,2018-2022,High School Graduate,Yes,No,No,178
"Butler County, Iowa",10th grade,2018-2022,Less than High School,No,No,No,105
"Montgomery County, Iowa",8th grade,2018-2022,Less than High School,No,No,No,67
"Davis County, Iowa",Nursery school,2017-2021,Less than High School,No,No,No,0
"Lucas County, Iowa",Master's degree,2018-2022,Bachelors Degree or Higher,Yes,Yes,No,192
"Clinton County, Iowa",Kindergarten,2016-2020,Less than High School,No,No,No,14
